Date,Platform,Product_Category,Model_Name,Condition,Launch_Price_USD,Launch_Price_INR,Current_Price_USD,Current_Price_INR,Discount_Pct,Sale_Event,Stock_Status,Rating,Reviews_Count
2020-11-22,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,58702,503.43,48862.53,16.0,Black Friday,In Stock,4.3,210
2020-11-22,Amazon,iPad,iPad Air (4th Gen) 64GB,New,599,58702,501.65,48236.0,16.3,Black Friday,In Stock,4.7,113
2020-11-22,Amazon,iPhone,iPhone 12 64GB,New,799,78302,705.54,69162.91,11.700000000000001,Black Friday,In Stock,4.5,150
2020-11-22,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,849.61,84048.11,15.0,Black Friday,Low Stock,4.7,186
2020-11-23,Flipkart,Watch,Apple Watch Series 6 (44mm),Renewed/Refurbished,429,42042,275.25,22930.23,35.8,Black Friday,In Stock,4.5,437
2020-11-23,Amazon,Watch,Apple Watch Series 6 (44mm),New,429,42042,380.69,37375.09,11.3,Black Friday,In Stock,4.9,308
2020-11-23,Flipkart,Watch,Apple Watch Series 6 (44mm),Renewed/Refurbished,429,42042,301.98,25235.41,29.599999999999998,Black Friday,Out of Stock,3.9,188
2020-11-23,Amazon,iPhone,iPhone 12 64GB,New,799,78302,685.38,66438.53,14.2,Black Friday,In Stock,4.4,237
2020-11-23,Amazon,iPhone,iPhone 12 64GB,Renewed/Refurbished,799,78302,492.48,42608.51,38.4,Black Friday,In Stock,4.0,245
2020-11-23,Flipkart,iPhone,iPhone 12 64GB,New,799,78302,701.35,67946.75,12.2,Black Friday,In Stock,4.3,175
2020-11-24,Flipkart,Watch,Apple Watch Series 6 (44mm),New,429,42042,349.59,34662.59,18.5,Black Friday,In Stock,4.4,308
2020-11-24,Flipkart,Watch,Apple Watch Series 6 (44mm),New,429,42042,358.27,34546.46,16.5,Black Friday,In Stock,4.5,420
2020-11-24,Flipkart,Watch,Apple Watch Series 6 (44mm),Renewed/Refurbished,429,42042,284.61,24443.11,33.7,Black Friday,In Stock,3.9,158
2020-11-24,Flipkart,Watch,Apple Watch Series 6 (44mm),New,429,42042,353.91,35167.81,17.5,Black Friday,Out of Stock,4.7,421
2020-11-24,Flipkart,Mac,MacBook Air M1 256GB,New,999,97902,899.82,89143.68,9.9,Black Friday,In Stock,4.6,27
2020-11-24,Amazon,iPad,iPad Air (4th Gen) 64GB,Renewed/Refurbished,599,58702,394.19,33086.64,34.2,Black Friday,In Stock,3.9,174
2020-11-24,Flipkart,iPhone,iPhone 12 64GB,New,799,78302,695.01,67253.82,13.0,Black Friday,In Stock,4.3,193
2020-11-24,Amazon,iPhone,iPhone 12 64GB,Renewed/Refurbished,799,78302,544.85,47015.82,31.8,Black Friday,Low Stock,4.0,81
2020-11-24,Amazon,iPhone,iPhone 12 64GB,New,799,78302,670.55,64742.06,16.1,Black Friday,In Stock,4.2,96
2020-11-24,Amazon,iPhone,iPhone 12 Pro 128GB,Renewed/Refurbished,999,97902,680.73,56852.11,31.900000000000002,Black Friday,In Stock,4.5,162
2020-11-25,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,58702,483.91,46526.03,19.2,Black Friday,In Stock,4.4,121
2020-11-25,Amazon,iPad,iPad Air (4th Gen) 64GB,New,599,58702,507.39,49003.44,15.299999999999999,Black Friday,In Stock,4.7,218
2020-11-25,Amazon,iPad,iPad Air (4th Gen) 64GB,Renewed/Refurbished,599,58702,393.69,32899.84,34.300000000000004,Black Friday,In Stock,4.1,137
2020-11-25,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,58702,536.35,53257.48,10.5,Black Friday,Out of Stock,4.7,131
2020-11-25,Flipkart,iPhone,iPhone 12 64GB,Renewed/Refurbished,799,78302,476.31,40231.22,40.400000000000006,Black Friday,In Stock,4.1,168
2020-11-26,Amazon,Watch,Apple Watch Series 6 (44mm),Renewed/Refurbished,429,42042,304.75,26104.35,28.999999999999996,Black Friday,Out of Stock,4.4,282
2020-11-26,Flipkart,Watch,Apple Watch Series 6 (44mm),New,429,42042,393.78,38299.04,8.200000000000001,Black Friday,In Stock,4.6,191
2020-11-26,Amazon,Mac,MacBook Air M1 256GB,New,999,97902,818.89,78700.81,18.0,Black Friday,In Stock,4.4,108
2020-11-26,Flipkart,iPad,iPad Air (4th Gen) 64GB,Renewed/Refurbished,599,58702,340.27,28904.89,43.2,Black Friday,In Stock,3.9,180
2020-11-26,Flipkart,iPhone,iPhone 12 64GB,Renewed/Refurbished,799,78302,586.41,50578.64,26.6,Black Friday,In Stock,4.5,144
2020-11-26,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,860.23,82985.33,13.900000000000002,Black Friday,In Stock,4.2,160
2020-11-26,Flipkart,iPhone,iPhone 12 Pro 128GB,New,999,97902,912.26,88816.97,8.7,Black Friday,Low Stock,4.8,169
2020-11-27,Flipkart,Watch,Apple Watch Series 6 (44mm),New,429,42042,379.32,36544.8,11.600000000000001,Black Friday,Out of Stock,4.2,187
2020-11-27,Flipkart,Watch,Apple Watch Series 6 (44mm),Renewed/Refurbished,429,42042,273.66,23704.63,36.199999999999996,Black Friday,In Stock,4.3,210
2020-11-27,Flipkart,Mac,MacBook Air M1 256GB,New,999,97902,803.47,79812.26,19.6,Black Friday,Low Stock,4.6,46
2020-11-27,Flipkart,Mac,MacBook Air M1 256GB,New,999,97902,865.01,86191.47,13.4,Black Friday,In Stock,4.8,107
2020-11-27,Amazon,iPad,iPad Air (4th Gen) 64GB,New,599,58702,510.48,49645.65,14.799999999999999,Black Friday,In Stock,4.5,223
2020-11-27,Flipkart,iPad,iPad Air (4th Gen) 64GB,Renewed/Refurbished,599,58702,361.19,30412.49,39.7,Black Friday,In Stock,4.1,192
2020-11-27,Flipkart,iPad,iPad Air (4th Gen) 64GB,Renewed/Refurbished,599,58702,416.72,35571.68,30.4,Black Friday,In Stock,4.0,138
2020-11-28,Amazon,Watch,Apple Watch Series 6 (44mm),New,429,42042,391.11,38239.71,8.799999999999999,Black Friday,In Stock,4.4,416
2020-11-28,Amazon,Mac,MacBook Air M1 256GB,Renewed/Refurbished,999,97902,693.32,57862.52,30.599999999999998,Black Friday,Low Stock,4.0,52
2020-11-28,Flipkart,iPhone,iPhone 12 Pro 128GB,Renewed/Refurbished,999,97902,634.34,53590.62,36.5,Black Friday,In Stock,4.4,219
2020-11-28,Flipkart,iPhone,iPhone 12 Pro 128GB,Renewed/Refurbished,999,97902,658.84,55957.78,34.0,Black Friday,In Stock,4.1,233
2020-11-29,Amazon,Watch,Apple Watch Series 6 (44mm),New,429,42042,376.38,37357.45,12.3,Black Friday,In Stock,4.9,157
2020-11-29,Amazon,Watch,Apple Watch Series 6 (44mm),New,429,42042,390.54,38614.8,9.0,Black Friday,In Stock,4.4,321
2020-11-29,Flipkart,Mac,MacBook Air M1 256GB,Renewed/Refurbished,999,97902,717.89,61121.03,28.1,Black Friday,In Stock,3.8,86
2020-11-29,Flipkart,Mac,MacBook Air M1 256GB,Renewed/Refurbished,999,97902,630.19,52934.2,36.9,Black Friday,Out of Stock,4.4,87
2020-11-29,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,58702,478.71,47459.59,20.1,Black Friday,In Stock,4.8,268
2020-11-29,Flipkart,iPhone,iPhone 12 64GB,Renewed/Refurbished,799,78302,532.9,44766.46,33.300000000000004,Black Friday,Out of Stock,3.9,238
2020-11-29,Amazon,iPhone,iPhone 12 64GB,New,799,78302,702.78,67708.29,12.0,Black Friday,In Stock,4.6,150
2020-11-29,Amazon,iPhone,iPhone 12 Pro 128GB,Renewed/Refurbished,999,97902,657.36,56282.39,34.2,Black Friday,Low Stock,4.1,134
2020-11-29,Amazon,iPhone,iPhone 12 Pro 128GB,Renewed/Refurbished,999,97902,636.46,54562.18,36.3,Black Friday,In Stock,4.5,138
2020-11-29,Flipkart,iPhone,iPhone 12 Pro 128GB,New,999,97902,903.48,89631.7,9.6,Black Friday,Low Stock,4.3,190
2020-11-30,Flipkart,Watch,Apple Watch Series 6 (44mm),Renewed/Refurbished,429,42042,294.6,24916.39,31.3,Black Friday,In Stock,4.4,354
2020-11-30,Amazon,iPad,iPad Air (4th Gen) 64GB,Renewed/Refurbished,599,58702,372.55,31095.21,37.8,Black Friday,In Stock,4.4,137
2020-11-30,Amazon,iPad,iPad Air (4th Gen) 64GB,New,599,58702,508.49,49759.8,15.1,Black Friday,In Stock,4.5,200
2020-11-30,Amazon,iPad,iPad Air (4th Gen) 64GB,New,599,58702,493.67,48640.27,17.599999999999998,Black Friday,In Stock,4.2,146
2020-11-30,Flipkart,iPad,iPad Air (4th Gen) 64GB,Renewed/Refurbished,599,58702,371.77,31137.43,37.9,Black Friday,Low Stock,3.9,177
2020-11-30,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,58702,490.19,47431.82,18.2,Black Friday,In Stock,4.8,144
2020-11-30,Amazon,iPhone,iPhone 12 64GB,New,799,78302,679.52,66933.85,15.0,Black Friday,Out of Stock,4.3,167
2020-11-30,Amazon,iPhone,iPhone 12 64GB,New,799,78302,698.54,67963.69,12.6,Black Friday,Low Stock,4.3,284
2020-11-30,Flipkart,iPhone,iPhone 12 Pro 128GB,New,999,97902,821.56,79000.28,17.8,Black Friday,In Stock,4.3,195
2020-12-01,Flipkart,Watch,Apple Watch Series 6 (44mm),New,429,42042,434.73,42170.84,-1.3,None,In Stock,4.4,188
2020-12-01,Flipkart,Watch,Apple Watch Series 6 (44mm),New,429,42042,435.42,42816.21,-1.5,None,Out of Stock,4.3,382
2020-12-01,Flipkart,Mac,MacBook Air M1 256GB,New,999,97902,1018.12,100835.94,-1.9,None,In Stock,4.3,169
2020-12-01,Amazon,Mac,MacBook Air M1 256GB,New,999,97902,1017.34,100951.63,-1.7999999999999998,None,In Stock,4.2,78
2020-12-02,Amazon,iPad,iPad Air (4th Gen) 64GB,Renewed/Refurbished,599,58702,483.85,41561.61,19.2,None,In Stock,3.9,204
2020-12-02,Flipkart,iPhone,iPhone 12 64GB,Renewed/Refurbished,799,78302,611.71,51080.41,23.400000000000002,None,In Stock,3.9,192
2020-12-02,Amazon,iPhone,iPhone 12 64GB,New,799,78302,799.07,78397.38,-0.0,None,In Stock,4.7,225
2020-12-02,Flipkart,iPhone,iPhone 12 Pro 128GB,New,999,97902,991.72,96750.88,0.7000000000000001,None,In Stock,4.4,276
2020-12-03,Amazon,Watch,Apple Watch Series 6 (44mm),Renewed/Refurbished,429,42042,328.12,27398.22,23.5,None,In Stock,4.0,285
2020-12-03,Amazon,Watch,Apple Watch Series 6 (44mm),New,429,42042,423.57,40798.71,1.3,None,In Stock,4.5,303
2020-12-03,Flipkart,Mac,MacBook Air M1 256GB,Renewed/Refurbished,999,97902,845.76,72687.69,15.299999999999999,None,Low Stock,3.8,62
2020-12-03,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,58702,600.35,58552.39,-0.2,None,In Stock,4.2,128
2020-12-03,Flipkart,iPhone,iPhone 12 64GB,New,799,78302,806.99,79889.81,-1.0,None,In Stock,4.8,172
2020-12-03,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,1006.93,98966.17,-0.8,None,In Stock,4.7,274
2020-12-04,Flipkart,Watch,Apple Watch Series 6 (44mm),Renewed/Refurbished,429,42042,353.35,29475.88,17.599999999999998,None,In Stock,4.1,412
2020-12-04,Amazon,Watch,Apple Watch Series 6 (44mm),New,429,42042,429.8,42565.88,-0.2,None,In Stock,4.3,156
2020-12-04,Flipkart,Watch,Apple Watch Series 6 (44mm),New,429,42042,434.63,43246.57,-1.3,None,In Stock,4.6,440
2020-12-04,Amazon,Watch,Apple Watch Series 6 (44mm),New,429,42042,429.89,41741.62,-0.2,None,In Stock,4.6,259
2020-12-04,Flipkart,iPhone,iPhone 12 Pro 128GB,New,999,97902,980.36,96376.45,1.9,None,In Stock,4.9,190
2020-12-05,Flipkart,Watch,Apple Watch Series 6 (44mm),New,429,42042,433.25,43070.58,-1.0,None,In Stock,4.5,382
2020-12-05,Flipkart,Watch,Apple Watch Series 6 (44mm),New,429,42042,423.18,40855.39,1.4000000000000001,None,In Stock,4.7,395
2020-12-05,Flipkart,Mac,MacBook Air M1 256GB,Renewed/Refurbished,999,97902,779.97,66247.43,21.9,None,In Stock,4.1,75
2020-12-05,Flipkart,iPhone,iPhone 12 64GB,New,799,78302,790.1,77711.96,1.0999999999999999,None,In Stock,4.4,101
2020-12-05,Amazon,iPhone,iPhone 12 64GB,New,799,78302,800.58,77091.55,-0.2,None,In Stock,4.8,238
2020-12-05,Flipkart,iPhone,iPhone 12 Pro 128GB,New,999,97902,985.37,97055.47,1.4000000000000001,None,In Stock,4.6,302
2020-12-06,Flipkart,Watch,Apple Watch Series 6 (44mm),Renewed/Refurbished,429,42042,356.64,30248.54,16.900000000000002,None,In Stock,4.2,407
2020-12-06,Amazon,Mac,MacBook Air M1 256GB,New,999,97902,986.61,95150.88,1.2,None,In Stock,4.7,68
2020-12-06,Amazon,Mac,MacBook Air M1 256GB,New,999,97902,1000.55,98054.81,-0.2,None,Out of Stock,4.2,96
2020-12-06,Amazon,Mac,MacBook Air M1 256GB,New,999,97902,994.67,99400.42,0.4,None,In Stock,4.8,137
2020-12-06,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,58702,608.48,59405.15,-1.6,None,In Stock,4.8,260
2020-12-06,Amazon,iPhone,iPhone 12 64GB,New,799,78302,809.22,80392.58,-1.3,None,In Stock,4.3,258
2020-12-07,Flipkart,Mac,MacBook Air M1 256GB,New,999,97902,1011.97,97637.6,-1.3,None,In Stock,4.4,102
2020-12-07,Amazon,Mac,MacBook Air M1 256GB,Renewed/Refurbished,999,97902,811.18,69928.98,18.8,None,In Stock,4.3,123
2020-12-07,Flipkart,Mac,MacBook Air M1 256GB,New,999,97902,1013.92,100834.03,-1.5,None,In Stock,4.5,147
2020-12-07,Amazon,iPad,iPad Air (4th Gen) 64GB,New,599,58702,588.02,57793.67,1.7999999999999998,None,In Stock,4.6,132
2020-12-07,Amazon,iPad,iPad Air (4th Gen) 64GB,New,599,58702,607.62,59334.31,-1.4000000000000001,None,In Stock,4.3,259
2020-12-07,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,58702,602.62,58527.02,-0.6,None,In Stock,4.9,193
2020-12-07,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,58702,605.24,58287.58,-1.0,None,In Stock,4.2,190
2020-12-07,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,58702,601.44,58745.45,-0.4,None,In Stock,4.4,212
2020-12-08,Amazon,Watch,Apple Watch Series 6 (44mm),Renewed/Refurbished,429,42042,360.31,31087.53,16.0,None,Low Stock,4.5,241
2020-12-08,Amazon,Mac,MacBook Air M1 256GB,Renewed/Refurbished,999,97902,706.9,59244.55,29.2,None,In Stock,4.4,83
2020-12-08,Flipkart,Mac,MacBook Air M1 256GB,New,999,97902,982.53,96712.47,1.6,None,In Stock,4.4,118
2020-12-08,Flipkart,iPhone,iPhone 12 Pro 128GB,New,999,97902,1007.36,99756.43,-0.8,None,In Stock,4.7,119
2020-12-09,Flipkart,Watch,Apple Watch Series 6 (44mm),New,429,42042,421.64,41707.1,1.7000000000000002,None,In Stock,4.6,286
2020-12-09,Amazon,iPad,iPad Air (4th Gen) 64GB,New,599,58702,587.41,57672.23,1.9,None,In Stock,4.4,188
2020-12-09,Amazon,iPad,iPad Air (4th Gen) 64GB,Renewed/Refurbished,599,58702,425.07,36071.57,28.999999999999996,None,In Stock,4.3,103
2020-12-09,Flipkart,iPhone,iPhone 12 Pro 128GB,Renewed/Refurbished,999,97902,815.97,69112.32,18.3,None,In Stock,3.8,144
2020-12-09,Flipkart,iPhone,iPhone 12 Pro 128GB,New,999,97902,1004.64,99044.71,-0.6,None,In Stock,4.5,246
2020-12-10,Flipkart,Watch,Apple Watch Series 6 (44mm),New,429,42042,435.62,42236.28,-1.5,None,In Stock,4.8,313
2020-12-10,Amazon,Watch,Apple Watch Series 6 (44mm),New,429,42042,427.27,42398.07,0.4,None,In Stock,4.7,191
2020-12-10,Flipkart,Mac,MacBook Air M1 256GB,New,999,97902,987.69,97410.68,1.0999999999999999,None,In Stock,4.5,195
2020-12-10,Amazon,Mac,MacBook Air M1 256GB,New,999,97902,995.87,97832.8,0.3,None,Out of Stock,4.5,162
2020-12-10,Flipkart,Mac,MacBook Air M1 256GB,New,999,97902,1007.17,98653.92,-0.8,None,Out of Stock,4.5,167
2020-12-10,Flipkart,Mac,MacBook Air M1 256GB,New,999,97902,998.16,98739.61,0.1,None,Low Stock,4.8,175
2020-12-10,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,58702,587.78,57447.75,1.9,None,In Stock,4.3,326
2020-12-10,Flipkart,iPad,iPad Air (4th Gen) 64GB,Renewed/Refurbished,599,58702,414.59,34876.17,30.8,None,In Stock,4.1,289
2020-12-10,Flipkart,iPhone,iPhone 12 64GB,New,799,78302,789.95,77690.87,1.0999999999999999,None,In Stock,4.6,246
2020-12-10,Flipkart,iPhone,iPhone 12 Pro 128GB,Renewed/Refurbished,999,97902,731.73,63252.95,26.8,None,In Stock,3.8,295
2020-12-11,Flipkart,Mac,MacBook Air M1 256GB,New,999,97902,984.08,95024.21,1.5,None,In Stock,4.8,175
2020-12-11,Flipkart,Mac,MacBook Air M1 256GB,New,999,97902,1001.19,99761.67,-0.2,None,In Stock,4.4,130
2020-12-11,Flipkart,iPhone,iPhone 12 64GB,New,799,78302,803.94,78844.17,-0.6,None,Low Stock,4.7,235
2020-12-11,Amazon,iPhone,iPhone 12 64GB,Renewed/Refurbished,799,78302,632.63,52978.56,20.8,None,Low Stock,4.0,268
2020-12-11,Flipkart,iPhone,iPhone 12 Pro 128GB,New,999,97902,1017.07,101223.72,-1.7999999999999998,None,In Stock,4.4,167
2020-12-11,Flipkart,iPhone,iPhone 12 Pro 128GB,New,999,97902,1012.2,97329.97,-1.3,None,In Stock,4.3,301
2020-12-12,Amazon,Mac,MacBook Air M1 256GB,Renewed/Refurbished,999,97902,860.57,73596.36,13.900000000000002,None,In Stock,4.3,94
2020-12-12,Amazon,iPad,iPad Air (4th Gen) 64GB,New,599,58702,593.49,57424.79,0.8999999999999999,None,In Stock,4.8,252
2020-12-12,Flipkart,iPhone,iPhone 12 64GB,New,799,78302,790.97,76151.66,1.0,None,In Stock,4.3,306
2020-12-12,Flipkart,iPhone,iPhone 12 64GB,New,799,78302,788.75,76834.1,1.3,None,In Stock,4.4,347
2020-12-13,Amazon,Watch,Apple Watch Series 6 (44mm),New,429,42042,420.84,40611.88,1.9,None,In Stock,4.8,481
2020-12-13,Flipkart,Mac,MacBook Air M1 256GB,New,999,97902,1014.44,98913.58,-1.5,None,In Stock,4.7,187
2020-12-13,Amazon,iPhone,iPhone 12 64GB,New,799,78302,786.71,75775.93,1.5,None,In Stock,4.3,100
2020-12-13,Amazon,iPhone,iPhone 12 64GB,Renewed/Refurbished,799,78302,576.5,48744.57,27.800000000000004,None,Low Stock,4.4,246
2020-12-13,Flipkart,iPhone,iPhone 12 64GB,New,799,78302,800.17,77682.53,-0.1,None,Low Stock,4.5,130
2020-12-13,Flipkart,iPhone,iPhone 12 64GB,New,799,78302,791.4,76057.1,1.0,None,In Stock,4.4,179
2020-12-13,Flipkart,iPhone,iPhone 12 Pro 128GB,New,999,97902,986.4,94795.68,1.3,None,Low Stock,4.5,340
2020-12-14,Flipkart,Watch,Apple Watch Series 6 (44mm),New,429,42042,428.94,42465.68,0.0,None,Out of Stock,4.6,402
2020-12-14,Amazon,Mac,MacBook Air M1 256GB,Renewed/Refurbished,999,97902,807.43,67381.68,19.2,None,In Stock,4.1,169
2020-12-14,Amazon,iPad,iPad Air (4th Gen) 64GB,New,599,58702,605.99,60268.72,-1.2,None,In Stock,4.3,168
2020-12-14,Amazon,iPhone,iPhone 12 64GB,New,799,78302,809.71,79888.46,-1.3,None,In Stock,4.3,239
2020-12-14,Flipkart,iPhone,iPhone 12 64GB,New,799,78302,800.49,79984.01,-0.2,None,In Stock,4.8,213
2020-12-14,Amazon,iPhone,iPhone 12 64GB,Renewed/Refurbished,799,78302,677.21,57218.78,15.2,None,In Stock,4.5,315
2020-12-14,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,1017.99,101326.91,-1.9,None,In Stock,4.2,232
2020-12-14,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,998.98,97945.92,0.0,None,In Stock,4.5,149
2020-12-15,Amazon,Mac,MacBook Air M1 256GB,New,999,97902,1007.26,100579.62,-0.8,None,In Stock,4.8,70
2020-12-15,Flipkart,Mac,MacBook Air M1 256GB,New,999,97902,1016.21,99889.53,-1.7000000000000002,None,In Stock,4.7,117
2020-12-15,Flipkart,Mac,MacBook Air M1 256GB,New,999,97902,982.54,98142.77,1.6,None,In Stock,4.3,205
2020-12-15,Amazon,iPhone,iPhone 12 64GB,New,799,78302,807.4,79153.47,-1.0999999999999999,None,In Stock,4.3,312
2020-12-15,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,996.91,96322.37,0.2,None,In Stock,4.7,274
2020-12-15,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,996.93,96655.75,0.2,None,Out of Stock,4.6,278
2020-12-15,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,999.1,99277.32,-0.0,None,In Stock,4.3,188
2020-12-16,Flipkart,Watch,Apple Watch Series 6 (44mm),Renewed/Refurbished,429,42042,341.13,29263.92,20.5,None,In Stock,4.0,539
2020-12-16,Flipkart,Watch,Apple Watch Series 6 (44mm),New,429,42042,423.67,41631.01,1.2,None,In Stock,4.9,527
2020-12-16,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,58702,596.49,59381.42,0.4,None,Out of Stock,4.8,250
2020-12-16,Flipkart,iPad,iPad Air (4th Gen) 64GB,Renewed/Refurbished,599,58702,449.04,38542.69,25.0,None,In Stock,3.9,237
2020-12-16,Amazon,iPad,iPad Air (4th Gen) 64GB,New,599,58702,588.01,58295.24,1.7999999999999998,None,In Stock,4.4,256
2020-12-16,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,58702,609.28,58587.84,-1.7000000000000002,None,In Stock,4.6,166
2020-12-16,Flipkart,iPhone,iPhone 12 Pro 128GB,New,999,97902,979.4,95474.53,2.0,None,In Stock,4.4,195
2020-12-17,Flipkart,Watch,Apple Watch Series 6 (44mm),New,429,42042,435.94,43379.21,-1.6,None,In Stock,4.6,448
2020-12-17,Amazon,Watch,Apple Watch Series 6 (44mm),New,429,42042,432.47,41612.66,-0.8,None,In Stock,4.3,424
2020-12-17,Amazon,Mac,MacBook Air M1 256GB,New,999,97902,1005.81,99647.72,-0.7000000000000001,None,Low Stock,4.5,94
2020-12-17,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,58702,604.17,59026.27,-0.8999999999999999,None,In Stock,4.4,221
2020-12-17,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,58702,587.28,56624.18,2.0,None,Out of Stock,4.8,194
2020-12-17,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,58702,589.69,57285.06,1.6,None,In Stock,4.2,277
2020-12-17,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,997.66,99160.65,0.1,None,In Stock,4.3,134
2020-12-18,Amazon,Watch,Apple Watch Series 6 (44mm),New,429,42042,425.57,41836.91,0.8,None,In Stock,4.3,505
2020-12-18,Amazon,Watch,Apple Watch Series 6 (44mm),New,429,42042,433.31,41840.2,-1.0,None,In Stock,4.4,276
2020-12-18,Amazon,Mac,MacBook Air M1 256GB,Renewed/Refurbished,999,97902,723.28,61066.97,27.6,None,In Stock,4.4,102
2020-12-18,Amazon,Mac,MacBook Air M1 256GB,New,999,97902,1006.61,97250.1,-0.8,None,In Stock,4.6,137
2020-12-18,Flipkart,iPhone,iPhone 12 64GB,New,799,78302,811.73,79069.0,-1.6,None,In Stock,4.7,394
2020-12-18,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,991.47,97741.71,0.8,None,Low Stock,4.7,218
2020-12-18,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,983.92,96385.8,1.5,None,In Stock,4.4,154
2020-12-19,Flipkart,Watch,Apple Watch Series 6 (44mm),New,429,42042,427.29,42303.73,0.4,None,In Stock,4.4,205
2020-12-19,Amazon,Watch,Apple Watch Series 6 (44mm),Renewed/Refurbished,429,42042,342.44,29020.31,20.200000000000003,None,In Stock,3.8,531
2020-12-19,Flipkart,Mac,MacBook Air M1 256GB,New,999,97902,1009.97,100687.69,-1.0999999999999999,None,In Stock,4.6,233
2020-12-19,Amazon,Mac,MacBook Air M1 256GB,New,999,97902,1007.58,99793.85,-0.8999999999999999,None,In Stock,4.8,246
2020-12-19,Amazon,Mac,MacBook Air M1 256GB,New,999,97902,1005.15,99468.47,-0.6,None,Out of Stock,4.8,80
2020-12-19,Flipkart,Mac,MacBook Air M1 256GB,New,999,97902,1004.89,97844.07,-0.6,None,In Stock,4.5,184
2020-12-19,Amazon,iPad,iPad Air (4th Gen) 64GB,New,599,58702,596.82,57473.57,0.4,None,In Stock,4.7,258
2020-12-19,Flipkart,iPhone,iPhone 12 64GB,New,799,78302,812.7,80254.99,-1.7000000000000002,None,In Stock,4.7,277
2020-12-19,Flipkart,iPhone,iPhone 12 64GB,New,799,78302,812.32,80396.92,-1.7000000000000002,None,In Stock,4.2,153
2020-12-19,Amazon,iPhone,iPhone 12 64GB,New,799,78302,810.45,79771.91,-1.4000000000000001,None,In Stock,4.6,394
2020-12-19,Flipkart,iPhone,iPhone 12 64GB,New,799,78302,786.66,76159.44,1.5,None,In Stock,4.8,273
2020-12-19,Amazon,iPhone,iPhone 12 64GB,New,799,78302,788.6,78709.53,1.3,None,In Stock,4.3,155
2020-12-19,Amazon,iPhone,iPhone 12 64GB,Renewed/Refurbished,799,78302,645.04,53825.82,19.3,None,Out of Stock,4.2,367
2020-12-19,Flipkart,iPhone,iPhone 12 Pro 128GB,New,999,97902,981.4,97116.38,1.7999999999999998,None,In Stock,4.4,409
2020-12-19,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,991.34,98642.29,0.8,None,In Stock,4.6,164
2020-12-20,Flipkart,Watch,Apple Watch Series 6 (44mm),New,429,42042,421.16,41471.87,1.7999999999999998,None,In Stock,4.8,232
2020-12-20,Flipkart,Watch,Apple Watch Series 6 (44mm),Renewed/Refurbished,429,42042,329.73,27692.52,23.1,None,In Stock,4.4,434
2020-12-20,Flipkart,Mac,MacBook Air M1 256GB,New,999,97902,1014.66,97539.46,-1.6,None,In Stock,4.4,169
2020-12-20,Amazon,Mac,MacBook Air M1 256GB,New,999,97902,990.28,96543.28,0.8999999999999999,None,In Stock,4.8,123
2020-12-20,Amazon,iPad,iPad Air (4th Gen) 64GB,New,599,58702,587.73,57333.43,1.9,None,In Stock,4.2,281
2020-12-20,Amazon,iPad,iPad Air (4th Gen) 64GB,New,599,58702,603.35,58668.95,-0.7000000000000001,None,Out of Stock,4.9,191
2020-12-20,Amazon,iPad,iPad Air (4th Gen) 64GB,Renewed/Refurbished,599,58702,453.43,38584.46,24.3,None,In Stock,4.4,201
